Survey;Label
materi yang di berikan melalui bekas record tidak di jelaskan secara langsung dan tergolong berbeda dengan materi yang seharusjy di ajarkan;negatif
Sudah sangat baik untuk penyampaian materi dan motivasi untuk kelas metpen;positif
menurut saya, penyampaian materi matematika optimasi terkadang bu masih kurang paham dengan apa yang disampaikan, dan terlalu sering meninggalkan kelas, sehingga siswanya self study, menurut saya itu kurang efektif karena ketika self study, bu tidak memantau apakah soal yang dikerjakan oleh siswanya itu benar atau salah;negatif
semoga kedepannya lebih baik lagi, lebih sesuai jam untuk mengajar;negatif
Lebih tepat jadwal aja si, kurangi ganti kelas;negatif
bu menuturkan materi terlalu cepat sehingga kami tidak bisa menangkap poinpoin yang disampaikan. Supaya bisa saya catat penjelasannya;negatif
mungkin bisa diperbanyak sheet excel dari modul yang dipelajari untuk diupload dielearning.;negatif
pak memberikan ilmu dan pengalaman yang sangat bermanfaat;positif
lebih sering untuk berinteraksi mengenai materi;negatif
terima kasih bu;positif
Semoga Kedepannya menjadi lebih baik lagi;positif
Sudah menguasai materi beserta contoh casenya, bisa di pertahankan;positif
Pembelajaran secara offline lebih gampang dimengerti daripada saat online;negatif
kami butuh penjelasan lebih mengenai materi kuiiah ini dari guru pengajar, bukan dari penjelasan teman2 saat presentasi pemahaman Siswa dengan guru berbeda, bisa jadi banyak yang belum paham mengenai materi yang disampaikan oleh temen2 siswa, terima kasih dan mohon maaf;negatif
Penyampaian jelas;positif
timakasi atas ilmu dan dukungannya dalam proses mengajar pak;positif
cuup baik;positif
Pak ,saya tidak berkomenta tentang apapun.;positif
Mungkin kedepannya dari pihak sekolah memberikan materi yang diajarkan pada mapel basis data yang sebelumnya relevan seperti menggunakan Oracle nah lalu kita juga diajarkan membuat aplikasi atau web dengan basis data Oracle tadi;negatif
terimakasih Bu telah mengajar saya. mohon bimbingannya kedepan;positif
Bu sudah memaparkan segala materi yang terlihat susah menjadi mudah, semangat terus untuk bu;positif
Semangat mengajar bu;positif
Semoga Bu semangat mengajar;positif
terimakasih bu atas pengajaran yang maksimal, semoga ilmu yang diberikan dapat memberikan manfaat bagi Siswa dan semoga ibu mendapatkan balasan yang lebih dari tuhan yang maha esa;positif
bismillahirrohmanirrohim;positif
Semangat pak !!!!;positif
Pembelajaran disampaikan dengan menarik;positif
mohon untuk diluluskan dalam Pelajaran algoritma dan pemrograman dan mendapat nilai yang bagus, terima kasih pak;positif
Terimakasih;positif
overall dalam memberikan materi pada saat Pelajaran sangat baik, that's all thank you pak;positif
lebih ditingkat kan lagi dalam menyeleksi kemampuan guru baru;negatif
Lebih ditingkatkan lagi keramahan dalam pembelajaran;negatif
Dalam memberikan materi sudah baik;positif
TIdak ada,sejauh ini ibuknya sudah baik dalam menjalankan tugasnya sebagai seorang guru;positif
sangat baik dan teliti;positif
Semoga untuk kedepannya bisa lebih baik lagi;positif
lebih diperdetail lagi materinya;negatif
lebih baik lagi untuk kedepannya;positif
Sangat baik, DIkarenakan guru membebaskan Siswa untuk memilih apakah serius belajar atau ga, soalnya waktu absensi, biasanya Guru/asisten mengabsen semua siswa/siswi;positif
Lebih semangat dalam mengajar, penjelasan materi dan sumber materi sedikit kurang;negatif
semangat bu <3;positif
Semoga dalam menjelaskan materinya lebih jelas lagi;positif
Mungkin bisa lebih diperbanyak ke latihan soal;positif
lebih baik lagi dalam menerangkan kepada Siswa;negatif
teorinya oke, prakteknyaaaaa jarang bangetttt. padahal harusnya banyakin praktek mapel ini soalnya relevan banget;negatif
sudah baik di pertahankan dan di tingkatkan lagi pak:);positif
Semangat buk we love youu;positif
baik, terimakasih bu;positif
kalau pembelajaran dilaksanakan secara offline, akan lebih paham Siswa dalam menguasai materi;negatif
Mengajar pak seru;positif
Kedepanya lebih baik lagi;negatif
Metode pembelajaran menarik dan sudah cukup baik. Semoga tugasnya dikurangin pak saya harap Pak dapat lebih memahami materi yang diampu, karena seringkali antara guru dan Siswa masih sering kebingungan dengan materi tersebut. Over all Pak adalah guru yang paling semangat dan selalu ceria.;negatif
sukses selaluu bu/pak;positif
semoga selalu menjadi lebih baik, terima kasih :);positif
penyampaian materi mudah diterima dan dipahami;positif
Kadang jika saya duduk di bagian belakang, suara bu guru tidak kedengaran;negatif
terima kasih untuk ilmu dan waktunya satu semester ini bu. mohon maaf atas segala kesalahan saya dan temanteman selama ini. semoga dengan ilmu dari ibu dapat membantu kami dalam berproses;positif
Semoga kedepannya pembelajaran bisa lebih interaktif lagi, maksud saya guru tidak hanya mengajar secara teori saja, tetapi dari beberapa pertemuan bisa diselingi dengan games2 menarik seperti quizziz atau kahoot materi minggu lalu, Forum grup discussion, praktek teori, membahas tugas Siswa minggu lalu dll. Jadi guru juga tidak semerta merta hanya menjelaskan saja.;negatif
sudah baik, bisa ditingkatkan lebih baik lagi;positif
Sering komunikasi dengan aspraknya pak biar tidak miskom seperti adanya beberapa hal yang berbeda antara bapak dengan aspraknya;negatif
SEMOGA KEDEPANYA LEBIH BAIK DARI SEBELUMNYA;positif
Kurang pendekatan ke Siswa lebih kearah penyampain materi saja;negatif
Secara keseluruhan pengajaran Pelajaran pak sudah sangat bagus. Dengan penguasaan materi dan penjelasan yang diberikan sangat jelas dapat menjawab ketidaktahuan kami, serta memberikan sebuah ilmu baru bagi kami. Terima kasih pak;positif
Kalau mengajar di dalem kelas usahakan berdiri seperti GuruGuru yang lain agar Siswa nya bisa lebih semangat lagi;negatif
Dikarenakan guru juga baru mengenal bahasa C jadi terkadang pengajaran diputar2 dan kadang membingungkan;negatif
Cukup baik dala menyampaikan materi;positif
muantep;positif
Tetap semangat dalam memberikan ilmu kepada Siswa di;positif
lakukan pembelajaran tatap muka;positif
Sangat baik sekali;positif
kalo bisa pembelajaran offline, sama guru lebih memperhatikan Siswa;negatif
Terbaik dalam metode pemaparan materi Pelajaran;positif
Lebih lengkap memberikan materi untuk tugas yang bersangkutan. Jangan memberikan tugas yang materinya belum pernah diajarkan.;negatif
materi cukup membuat saya mendapat hidayah;positif
Guru sangat baik dalam mengajar;positif
MUNGKIN BISA OFFLINE BU;negatif
saya berharap bapak bisa meningkatkan lagi cara mengajarnya.;positif
Gurunya enak, sayang banget sering tidak jadi kelas. Pemilihan asprak mohon perhatikan tingkah lakunya juga;negatif
dan bisa lebih sabar lagi;negatif
Keep Up The Good Work;positif
suara nya terlalu kecil pak kadang tidak dengar;negatif
semakin ditingkatkan lagi untuk pembelajarannya;negatif
semangat mengajar ibuuuuu;positif
Semoga kedepannya dalam menjelaskan dapan lebih membuat kelas kondusif;negatif
Terima Kasih atas usahanya;positif
jika memberi tugas harus sesuai materi yg disampaikan, jangan sampai melebihi batas;negatif
Lebih baik memberikan nilai ke Siswa;positif
Semoga guru bisa membuat kelas lebih hidup lagi agar kelas menjadi semakin menarik dan membuat motivasi belajar meningkat;positif
untuk pengajaran sudah cukup baik semoga lebih dikembangkan agar Siswa menyimak baik mapel tersebut;positif
pertemuan diadakan offline;negatif
Pembelajarannya seru dan tidak membosankan;positif
Baik dalam menjelaskan materi alpro;positif
Kalau dari saya sudah bagus bapak dalam memberikan materi terimakasih;positif
Sama kaya tadi bu xixixi;positif
terimakasih atas ilmu ilmu yang telah ibu sampaikan,semoga ilmunya bermanfaat selalu;positif
tidak ada, semua serba enak dikarenakan online;positif
Semoga bisa lebih baik lagi dalam mengajar.;positif
kelas sebaiknya dilakukan offline apalagi Pelajaran yang diajarkan butuh fokus yang berlebih. Mohon jangan memberatkan Siswa karena tidak hanya Pelajaran ini saja yang berprogres;negatif
dalam penugasan hendaknya secara berkelompok supaya yang masih belum paham bisa langsung saling sharing dan belajar ke temannya yang sudah paham, serta hendaknya ada lembar kontribusi dalam penugasan. Lalu untuk ujian (misalnya saat UTS kemarin) jangan secara individu karena Pelajaran statistika bisnis ini sangat berat jika harus dibebnakan ujiannya per individu :(;negatif
Terima kasih;positif
Lebih menghargai Siswa;negatif
mohon lebih profesional lagi dalam mengajar, jadwal matematika DB 0202 berhimpit dengan praktikum ltik di lab. Mohon pengertiannya kenapa kami terlambat. Pengajaran Matematika dilaksanakan secara zoom, saya mohon sekali kepada ibu agar menyampaikan materinya dengan lebih baik dan interaktif lagi. Tolong memberikan contoh menggunakan bahasa Indonesia bukan jurnal bahasa inggris, lalu tolong berikan stepstep cara mengerjakan yang benar seperti apa. Saya dan temanteman berharap ibu bisa membuat power point dalam mengajar dan memberikan pengertian materi dan contoh soal serta pengerjaannya secara spesifik. Saya dan temanteman merasa kesulitan memahami materi yang ibu berikan. Jika ibu memberikan dan menyampaikan materi dengan baik, pasti saya dan temanteman tidak akan kesulitan dalam mengerjakan tugas. Materinya saja saya tidak paham, bagaimana saya dan temanteman bisa mengerjakan tugas yang diberikan oleh ibu. Saya tidak mempermasalahkan tugas yang diberikan oleh ibu, tetapi saya mohon diimbangi dengan penyampaian materi dengan baik, agar kami bisa memahami dan mengerjakan tugas dengan baik juga. terima kasih, saya mengisi kuesioner ini dengan jujur sesuai apa yang saya dan temanteman rasakan.;negatif
Saran saya yaitu untuk lebih variatif lagi dalam penyampaian materi;positif
cara mengajar mudah dipahami agar sebagai pemula bisa belajar dengan baik;positif
belum ada, terima kasih pak :);positif
Semoga semakin lebih baik;positif
Semoga kedepannya Pak bisa mengajar dengan on point supaya materinya bisa dipahami dengan baik;negatif
Semoga materinya diiupload di elearning bu, terimakasih bu;negatif
Gurunya baik, saran dari saya, ibu guru perlu mengadirkan variasi mengajar baru dengan isu isu relevan pada masa kini;negatif
semangattt untuk kedepan nya;positif
Baik semua ¿¿¿¿;positif
Mungkin lebih memperbanyak kelas offline daripada kelas online;negatif
tidak ada saran pak;positif
anda menganjar sudah sangat baik;positif
pak, kalau menyampaikan materi nya tolong banget pak untuk memberikan materi dan soal nya itu sepadan dengan materi yang disampaikan nya pak;negatif
mungkin kedepannya penjelasan saat bersama Siswa yang di tunjuk jadi pendamping bsa di diskusikan agar Siswa tidak kaget;negatif
terimakasih pak , selalu mudeng ketika menjelaskan materi;positif
Kalau bisa kelasnya offline saja biar seperti Pelajaran lain yang sudah offline semua.;negatif
Sudah sangat baik;positif
Dikarenakan faktor Pelajaran online membuat Pelajaran menjadi kurang efektif karena jaringan internet setiap anak berbeda yang membuat tidak dapat hadir maupun berinteraksi secara natural;negatif
Typoo nya bu;negatif
Pak guru sudah memenuhi semua aspek dengan sangat baik.;positif
semoga suara ketika mengajar diperjelas dan keras karena terkadang penyampaian materi kurang terdengar;negatif
Untuk materi mungkin masih kurang bagi kami, tapi untuk praktikum menurut saya sudah bagus karena IoT memang butuh beberapa kali praktek;negatif
Tidak ada Saran, dikarenakan menurut saya guru sudah memberikan Materi Secara baik Kepada siswanya.;positif
Mungkin dalam Pelajaran kelas offline, jika ada kendala dalam melakukan kelas offline maka dilaksanakan dengan kelas online agar bisa mengejar materi dan waktu;negatif
Menambah materi tentang LITIK masa sekarang;negatif
pembelajaran kedepannya tetap di adakan secara offline;negatif
untuk pembelajaran sudah sangat baik dan materi mudah diterima;positif
semangatt trus;positif
belum ada, terima kasih bu;positif
mengajarnya kurang masuk disaya, saya cukup sulit menerima Pelajaran ini karena tidah paham;negatif
Lebih semangat dan menjelaskan materi dengan detail.;positif
terimakasiih;positif
Guru perfect yang sangat baik sebagai pendenger siswanya hehe;positif
Saran untuk kedepannya pembelajaran untuk Siswa asynchronus bisa diberi akses mudah untuk melihat rekaman Pelajaran karena jika hanya diberi tugas serta materi dalam bentuk ppt, Siswa harus mencari cara atau video pembelajaran sendiri lewat youtube;negatif
mungkin di saat bapak tidak mengajar kita bsa mendapatkan materi yang hari disaat bapak tidak mengajar agar kta bsa baca baca dulu;negatif
Semoga bisa lebih tepat waktu;negatif
diperbanyak contoh latihan soalnya pak. terutama soal cerita;negatif
Sudah baik, dan bisa ditingkatkan kembali;positif
Oleh karena itu, saat FP kami cukup kesulitan dalam pelaksanaannya karena kita tidak diajarkan dalam pengimplementasiannya dalam dengan dalam sebuah study kasus;negatif
lebih semangat lagi mengajarnya bu;positif
Mungkin bisa lebih interaktif lagi dengan Siswa bapak. Terimakasih untuk 1 semesternya;positif
Tidak ada saran menurut saya sudah cukup;positif
makul yang menurut saya (lumayan) sulit. tetapi semua nya baik, mungkin terkadang ibu menjelaskan nya terlalu cepat, tetapi ketika temanteman tidak paham ibu langsung menjelaskannya dengan baik.;positif
Mencari Dan mendobrak Siswa yang tidak bisa agar bisa;positif
semoga lebih baik lagi kedepannya dan terima kasih sudah memberi ilmu yang bermanfaat untuk saya;positif
semua nya baik, untuk menyamapaikan materi juga sangat baik dan jelas. mungkin saya sedikit bingung karena materi all inggris. lovvv ibu semoga kita bertemu lagi di semester depan lov;positif
Perlu sekali2 diadakan pembelajaran offline. Supaya dapat saling berinteraksi. Terimakasih;negatif
Lebih Semangat dalam mengajar nya bu;positif
Nothing;positif
Semoga kepedannya guru di semakin lebih baik;positif
Saya hanya berharap bahwa kedepannya Pelajaran matematika dapat dilaksanakan offline.;negatif
Semoga kedepannya bisa offline pak, bapak ngajarnya seru dan sangat jelas;negatif
Mohon maaf guru sedikit gaptek tentang igracias untuk menginput absen dan pembelajaran. yang tidak ada kesepakatan sebelumnya dengan Siswa untuk membuat video setiap Minggu namun hal itu dilakukan setiap minggunya;negatif
Metode pelajaran dengan materi sudah baik kedepannya lebih sering di terangkan materi dan contoh soal dengan lebih detail;negatif
(tidak ada);positif
Sip bu !!!;positif
Untuk guru manajemen proyek SI/IT ibu afifiana, mohon maaf ibu untuk kedepannya mungkin jika menjelaskan jangan seperti baca ppt saja dan seperti kurang memahami isi materi yang disampaikan;negatif
mungkin suara bisa lebih kencang lagi tapi ini bukan sebuah keharusan jika melihat kelas saya yang terkadang ramai;negatif
Sangat baik mohon dipertahankan;positif
Saran dari saya, semoga dalam pembelajaran dapat menyampaikan candaan selama kelas berlangsung beberapa kali untuk membuat suasana diskusi tidak begitu intens.;negatif
Semoga bisa lebih baik lagi dari sebelumnya;positif
Tetap semangat dan stay healthy sir.;positif
baik dalam pengajaran;positif
Mungkin untuk penjelasannya lebih di sederhana lagi agar mudah dan bisa di mengerti oleh siswa/i. Terlebih untuk yg lulusan SMA;negatif
Untuk penyampaian materi sudah cukup baik, mungkin untuk PPT bisa dibuat lebih menarik dengan menampilkan lebih banyak gambar dibanding text seperti yang sudah disampaikan oleh guru tersebut pada saat Pelajaran Cloud Computing;negatif
