Survey,clean_text,Label
"Secara keseluruhan dari pengajaran Pelajaran bu ini sudah sangat bagus, sangat memuaskan. Dengan penguasaan pengetahuan beliau yang sangat mendalam dan penyampaian materi serta saran dan bimbingannya yang sangat baik mampu menjawab semua ketidaktahuan kami dan memberikan sebuah ilmu baru bagi kami. Terima kasih bu",seluruh ajar ajar bu sudah sangat bagus sangat muas kuasa tahu beliau sangat dalam sampai materi saran bimbing sangat baik mampu jawab semua ketidaktahuan dan beri buah ilmu baru kami terima kasih bu,positif
"Proses belajar mengajar tidak efektif, guru ditanya malah dilempar ke Siswa lain/akan dibahas ke pertemuan selanjutnya dan akhirnya lupa sehingga tidak jadi, isi pertemuan teori kebanyakan Siswa yang berbicara padahal belum disampaikan materinya, pertemuan praktikum hanya memutar video YouTube asprak karena kelas saya tidak memiliki asprak sehingga tidak bisa tanya apabila ada error, pembawaan saat mengajar kurang tegas, guru sering telat bahkan hingga 1 jam keterlambatan tanpa pemberitahuan padahal Siswa sdh ada dikelas, materi kurang detail karena isinya hanya dokumentasi asli dr flutter/react tanpa ada ubahan dr guru tersebut.",proses ajar ajar tidak efektif guru tanya malah lempar siswa akan bahas temu lanjut akhir lupa tidak jadi isi temu teori banyak siswa bicara padahal belum sampai materi temu praktikum putar video youtube asprak kelas tidak milik asprak tidak tanya apabila error bawa ajar kurang tegas guru sering telat bahkan hingga jam lambat pemberitahuan padahal siswa sdh kelas materi kurang detail isi dokumentasi asli dr flutter react ada ubah dr guru sebut,negatif
Tetap semangat dan istiqomah bu!,tetap semangat istiqomah bu,positif
dalam menjelaskan materi cukup baik,jelas materi cukup baik,positif
Saran saya tetap jika ada pemilihan kelompok lebih baik dipilihkan oleh guru saja agar adil jadi tidak ada kata untuk yang pintar sendiri dan yg kurang pintar sendiri (kubu),saran tetap pilih kelompok lebih baik pilih guru agar adil jadi tidak ada kata yang pintar sendiri yg kurang pintar sendiri kubu,negatif
dah bagus pak,dah bagus pak,positif
Kalian keren,kalian keren,positif
semoga Pelajaran pancasila banyak peminatnya aamiin,moga ajar pancasila banyak minat aamiin,positif
"salah satu guru yang mampu berbaur dengan siswa, untuk yang lainnya saya rasa cukup baik",salah satu guru mampu baur siswa yang lain rasa cukup baik,positif
"pelajarannya cukup sulit, mungkin bisa ditambah jam pelajarannya",ajar cukup sulit mungkin tambah jam ajar,positif
"saya kira untuk Pelajaran ict akan seru, banyak bahas hukum2 dunia perdagangan tp saya rasa kurang maksimal dan guru juga sering mendadak memberitahukan jika tidak ada kelas, pertemuan dikelas juga bisa dihitung jari",kira ajar ict seru banyak bahas hukum dunia dagang tp rasa kurang maksimal guru sering dadak memberitahukan tidak kelas temu kelas bisa hitung jari,negatif
Sehat selalu pak,sehat selalu pak,positif
"Sudah cukup baik, saran : memberikan contoh praktik secara langsung/online dari aplikasi yang digunakan untuk melakukan praktikum",cukup baik saran beri contoh praktik langsung online aplikasi guna laku praktikum,positif
"Tidak ada saran dari saya karena ibu sudah sangat baik ketika menjelaskan materi di kelas saya, mudah di pahami. Saya ucapkan terima kasih banyak untuk ibu",tidak saran ibu sangat baik jelas materi kelas mudah paham saya ucap terima kasih banyak ibu,positif
Mohon maaf Bu saya sering terlambat mohon kompensasinya karena saya kerja,mohon maaf bu sering lambat mohon kompensasi saya kerja,negatif
"sering telat ngasih informasi bila ada jamkost Pelajaran, saran saya bila ada jamkost di informasikan 1 jam sebelum pembelajaran",sering telat ngasih informasi bila jamkost ajar saran bila jamkost informasi jam belum ajar,negatif
lebih ditingkatkan pemodelan pembelajaran,lebih tingkat model ajar,positif
semangat untuk kedepan nya,semangat depan nya,positif
lebih sering memberikan contoh agar kami lebih paham,lebih sering beri contoh kami lebih paham,negatif
"Sebelumnya saya berterimakasih kepada guru pengampu yang sudah memberikan ilmu kepada saya dan teman teman saya dikelas. Sejauh ini guru guru yang mengajar sudah baik dalam menyampaikan materi dikelas, hanya saja ada beberapa guru yang kurang jelas dalam penyampain materi khususnya guru luar biasa yang biasanya mengajar dikelas online",belum berterimakasih guru ampu beri ilmu teman teman saya kelas jauh guru guru ajar sudah baik sampai materi kelas saja beberapa guru kurang jelas penyampain materi khusus guru luar biasa biasa ajar kelas online,negatif
sabgat baik,sabgat baik,positif
Menurut saya bapak sudah mengajar dan memberikan materi dengan baik sehingga Siswa dapat memahaminya,saya bapak ajar beri materi baik siswa paham,positif
Keren,keren,positif
Semoga menjadi guru yang terus membimbing dengan baik,moga jadi guru terus bimbing baik,positif
Lebih giat dan lebih semangat lagi pak perdana,lebih giat lebih semangat pak perdana,positif
kasih hiburan dikit pas waktu pembelajaran karena banyak banget Siswa sering bosan,kasih hibur dikit pas waktu ajar banyak banget siswa sering bosan,negatif
Mohon izin pak untuk waktu praktek masih kurang kedengaran suara njenengan untuk yang belakang,mohon izin pak waktu praktek kurang dengar suara njenengan yang belakang,negatif
Tidak ada saran soalnya guru bagus dan baik dalam mengajar membuat Siswa lebih aktif.,tidak saran soal guru bagus baik ajar buat siswa lebih aktif,positif
"mohon maaf bu sebelumnya ibuk masih kurang bagus dalam penyampaian materinya dimohon jangan membaca slide saat menjelaskan dan salam hangat untuk debaynya semoga lancar persailinannya, aaminnn",mohon maaf bu belum ibuk kurang bagus sampai materi mohon jangan baca slide jelas salam hangat debaynya moga lancar persailinannya aaminnn,negatif
guru Pelajaran sangat baik dalam melakukan bimbingan belajar Pelajaran Audit Teknologi Informasi,guru ajar sangat baik laku bimbing ajar ajar audit teknologi informasi,positif
sudah cukup dan terimakasih atas ilmunya.,cukup terimakasih atas ilmu,positif
Lebih mengurangi gabungan beberapa kelas saat zoom berlangsung karena kurang nyaman,lebih kurang gabung beberapa kelas zoom langsung kurang nyaman,negatif
Mungkin ke penguasaan materi tiap Siswa berbeda jadi bingung kalau ganti materi,mungkin kuasa materi tiap siswa beda jadi bingung kalau ganti materi,negatif
soal sama materi beda level nya jauh bet buk:(,soal sama materi beda level nya jauh bet buk,negatif
Semoga guru eksternal lebih baik lagi,moga guru eksternal lebih baik,positif
pembelajarannya sangat asik,ajar sangat asik,positif
Segala Materi/Tugas yang diberikan sangat baik seperti biasanya cara penjelasannya juga gamblang dan mudah untuk diresapi semoga kedepannya tetap di bimbing kembali,segala materi tugas beri sangat baik biasa cara jelas gamblang mudah resap moga depan tetap bimbing,positif
Bu kalau jelasin mudah banget buat dipahamiiii makasi buuu,bu kalau jelasin mudah banget buat dipahamiiii makas buuu,positif
lebih baik lagi kedepannya,lebih baik depan,positif
Always loved teachers that tells very interesting stories :D,always loved teachers that tells very interesting stories d,positif
lebih ditingkatkan,lebih tingkat,positif
"Tidak ada, cukup baik",tidak cukup baik,positif
"good luck sir, ur the best",good luck sir ur the best,positif
semangat menagaj runtuk kedepan nya,semangat menagaj runtuk depan nya,positif
Saran : tugas praktiknya dikerjakan secara mandiri agar yang lain ada yang tidak menumpang saja dan tidak tau apa2,saran tugas praktik kerja mandiri ada yang tidak tumpang dan tidak tau apa,negatif
y,y,positif
Saya berharap ibu bisa meningkatkan lagi,harap ibu tingkat,positif
sudah cukup baik. penjelasan menarik,cukup baik jelas tarik,positif
jam pelajaran ada beberapa yang tidak terpakai karena kelas kosong,jam ajar beberapa tidak pakai kelas kosong,negatif
mapel dilakukan secara offline,mapel laku offline,negatif
materi harusnya di share agar bisa dipelajari kembali,materi harus share bisa ajar,negatif
dalam mengajar sangat baik sehingga kita juga bisa merasakan bagaimana rasanya pekerjaan.,ajar sangat baik kita bisa rasa bagaimana rasa kerja,positif
kedepannya bisa di adakan secara offline untuk pembelajaran,depan di adakan offline ajar,negatif
Lebih detail lagi dalam menjelaskan ke anak anak,lebih detail dalam jelas anak anak,negatif
kelas praktikum diubah setelah kelas materi agar tidak bingung waktu praktikum.,kelas praktikum ubah kelas materi tidak bingung waktu praktikum,negatif
semoga uasnya tidak susah,moga uasnya tidak susah,positif
Gk ada saran Gurunya dah baik,gk saran guru dah baik,positif
"Lebih bisa tepat waktu dalam menghadiri kelas, jikalau tidak bisa hadir hendaknya bisa memberi informasi yang tidak mendadak. Pemberian pemahaman materi juga masih kurang",lebih tepat waktu hadir kelas jikalau tidak hadir hendak beri informasi tidak dadak beri paham materi masih kurang,negatif
tugasnya jangan susah pakk hehe,tugas jangan susah pakk hehe,negatif
Tugas Pak Ez,tugas pak ez,positif
terima kasih bu,terima kasih bu,positif
"¿¿¿Saya merasa suara Bapak terlalu kecil saat mengajar, sehingga tidak terdengar sampai ke bagian belakang kelas. Saran saya, bisakah Bapak lebih keras lagi agar suar nya terdengar sampai belakang kelas",rasa suara bapak terlalu kecil ajar tidak dengar ke bagi belakang kelas saran bisa bapak lebih keras agar suar nya dengar belakang kelas,negatif
"terima kasih bu untuk bimbingan, nasihat dan ilmunya satu semester ini. mohon maaf apabila saya dan temanteman belum bisa mengikuti pembelajaran dengan baik. semoga pembelajaran yang saya dapat bisa membantu dallam berproses menjadi lebih baik, dan segala urusan ibu beserta keluarga lancar",terima kasih bu bimbing nasihat ilmu satu semester mohon maaf apabila temanteman belum ikut ajar baik moga ajar saya bisa bantu dallam proses jadi lebih baik dan segala urus ibu serta keluarga lancar,positif
"materi yg di sampaikan sudah sangat bagus dan menarik,hanya saja jika berkenan bapak guru perlu menghadirkan variasi mengajar baru dengan memberikan isuisu relevan pada masa kini.",materi yg sampai sangat bagus tarik saja kenan bapak guru perlu hadir variasi ajar baru beri isuisu relevan masa kini,negatif
Selama 1 semester ini sudah sangat merasa terfasilitasi dengan guru pengampu seperti ini,lama semester sudah sangat rasa fasilitas guru ampu ini,positif
Semoga lebih baik lgi kedepannya,moga lebih baik lgi depan,positif
Saran saya kedepannya kalau menjelaskan lebih rinci lagi pak ada beberapa tugas yang tidak kami mengerti bahasa penyampaiannya pak,saran depan kalau jelas lebih rinci pak beberapa tugas tidak erti bahasa sampai pak,negatif
Lebih banyak muncul jangan sekali saja,lebih banyak muncul jangan sekali,negatif
"maaf pak, namun menurut saya suara bapak kurang terdengar oleh saya saat menjelaskan sautu materi. Mungkin ini disebabkan juga oleh faktor ruangan bapak mengajar, kalau boleh saran lebih baik menambah mikrofon untuk dipasang didalam lab.",maaf pak turut suara bapak kurang dengar saya jelas sautu materi mungkin sebab oleh faktor ruang bapak ajar kalau saran lebih baik tambah mikrofon pasang dalam lab,negatif
"overall sudah bagusss bgt, tp tolong tambah rumus cepatnya bu TiT",overall bagusss bgt tp tambah rumus cepat bu tit,positif
"Pengen di ajarin bu lagi semester depan, baik bgt bu masya Allah",ken ajarin bu semester depan baik bgt bu masya allah,negatif
"Diharapkan pada mataPelajaran ini diberikan ppt atau media belajar lain sehingga Siswa masih bisa mempelajari setelah materi disampaikan sehingga lebih efektif ,walaupun sudah mencatat mungkin tidak lengkap",harap matapelajaran beri ppt media ajar siswa bisa ajar materi sampai sehingga lebih efektif walaupun catat mungkin tidak lengkap,negatif
lebih diperjelas lagi cara penyampaian materi,lebih jelas cara sampai materi,negatif
tetap dengan gaya mengajarnya dan semoga dapat lebih baik,tetap gaya ajar moga lebih baik,positif
"terima kasih pak , semangat :)",terima kasih pak semangat,positif
Mantap bu,mantap bu,positif
Tolong jangan terlalu cepat dalam menjelaskan materi,jangan terlalu cepat jelas materi,negatif
sudah sangat baik dengan mendatangkan orang orang yg surah ahli sehingga kita bisa belajar langsung,sangat baik datang orang orang yg surah ahli kita ajar langsung,positif
jangan kasih tugas susah pak,jangan kasih tugas susah pak,positif
semoga menjadi baik lagi,moga jadi baik,positif
Semangat bapak,semangat bapak,positif
"tidak ada, terima kasih pak selama satu semester ini, sehat selalu pak .",tidak terima kasih pak lama satu semester sehat selalu pak,positif
semoga menjadi lebih baik lagi,moga jadi lebih baik,positif
"Perfect, meme krg lucu¿¿¿¿",perfect meme krg lucu,positif
lebih ditingkatkan lagi,lebih tingkat,positif
semangatt bapakk,semangatt bapakk,positif
kedepannya semoga memberikan penjelasan secara detail mengenai tugastugas yang di berikan,depan moga beri jelas detail kena tugastugas di ikan,positif
Makin baik kedepannya,makin baik depan,positif
Terima kasih atas ilmunya pak,terima kasih atas ilmu pak,positif
mohon disertakan materi tentang pemograman. hal ini sangat mebantu Siswa dalam menyelasaikan proyek tugas besar di akhir semester. maaf jika ada salah kata dan terima kasih,mohon serta materi pemograman ini sangat mebantu siswa menyelasaikan proyek tugas besar akhir semester maaf ada salah kata terima kasih,negatif
"saran dari saya, pak guru bisa menyampaikan candaan selama kelas berlangsung beberapa kali untuk membuat suasana tidak begitu intens",saran saya pak guru sampai canda lama kelas langsung beberapa kali buat suasana tidak intens,negatif
Semoga sukses dan sehat selalu untuk pak,moga sukses sehat selalu pak,positif
Lebih detail untuk menyampaikan materi,lebih detail sampai materi,negatif
dalam penyampaian materi jangan terlalu cepat dan tugas bisa lebih di permudah,sampai materi jangan terlalu cepat tugas lebih mudah,negatif
Sudah Bagus,bagus,positif
Pak sudah menjelaskan dan menerangkan materi dengan baik.,pak jelas terang materi baik,positif
"tidak ada yang disarankan, sangat baik semua",tidak yang saran sangat baik semua,positif
Bisa lebih ditingkatkan dalam penguasaan materi dan komunikasinya,lebih tingkat kuasa materi komunikasi,negatif
"Kadang saking tenangnya kelas, sampe ngantuk2 jadinya",kadang saking tenang kelas sampe ngantuk jadi,negatif
Alhamdulillah,alhamdulillah,positif
"Sudah sangat baik, penyampaian materi nya jelas dan mudah dipahami.",sangat baik sampai materi nya jelas mudah paham,positif
semoga panjang umur dan sehat selalu.,moga panjang umur sehat selalu,positif
"Cara penyampaian materi sudah sangat baik, tetap dipertahankan.",cara sampai materi sangat baik tetap tahan,positif
lebih baik dalam berinteraksi kepada Siswa dan penyampaian materi lebih ditingkatkan,lebih baik interaksi siswa sampai materi lebih tingkat,negatif
Jos pak,jos pak,positif
Terimakasih atas ilmu yang telah diberikan dalam 1 semester ini,terimakasih atas ilmu telah beri semester,positif
Sejauh ini bu harum sudah melaksanakan tanggung jawabnya sebagai guru dengan baik,jauh bu harum laksana tanggung jawab guru baik,positif
